uniqueid,show_id,showdate,showtitle,artist,song_id,songname,artist_id,permalink,settype,setnumber,position,tracktime,transition_id,transition,footnote,isjamchart,jamchart_notes,venue_id,shownotes,showyear,showorder,opener,tour_id,tourname,soundcheck,isverified,slug,isoriginal,original_artist,venuename,city,state,country,isreprise,isjam,css_class,isrecommended
6603,1615602893,2018-07-12,,Goose,513,Mas Que Nada,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,1,7,8:37,1,", ",Sergio Mendes. FTP.,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,mas-que-nada,0,Sergio Mendes,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6604,1615602893,2018-07-12,,Goose,494,I Touch Myself,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,1,8,5:38,4,,Divinyls. FTP.,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,i-touch-myself,0,Divinyls,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6605,1615602893,2018-07-12,,Goose,544,Secret Agent Man,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,9,4:21,2, > ,Johnny Rivers. FTP.,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,secret-agent-man,0,Johnny Rivers,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6606,1615602893,2018-07-12,,Goose,421,So Ready,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,10,4:14,2, > ,,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,so-ready,1,,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6607,1615602893,2018-07-12,,Goose,571,These Boots Are Made For Walkin',1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,11,3:34,2, > ,Nancy Sinatra. FTP.,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,these-boots-are-made-for-walkin,0,Nancy Sinatra,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6608,1615602893,2018-07-12,,Goose,512,Madhuvan,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,12,3:26,2, > ,Ending only.,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,madhuvan,1,,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6609,1615602893,2018-07-12,,Goose,544,Secret Agent Man,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,13,0:24,2, > ,Johnny Rivers.,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,secret-agent-man,0,Johnny Rivers,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6610,1615602893,2018-07-12,,Goose,459,Doc Brown,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,14,5:53,2, > ,,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,doc-brown,1,Great Blue,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6611,1615602893,2018-07-12,,Goose,402,Into the Myst,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,15,7:08,1,", ",,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,into-the-myst,1,,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6612,1615602893,2018-07-12,,Goose,585,What The World Needs Now Is Love,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,16,7:12,2, > ,Sergio Mendes. FTP.,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,what-the-world-needs-now-is-love,0,Sergio Mendes,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6613,1615602893,2018-07-12,,Goose,459,Doc Brown,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,17,1:00,2, > ,,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,doc-brown,1,Great Blue,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6614,1615602893,2018-07-12,,Goose,421,So Ready,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,18,7:42,5,,,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,so-ready,1,,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6615,1615602893,2018-07-12,,Goose,552,Soul Bossa Nova,1,goose-july-12-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,e,19,4:04,6,,Quincy Jones.,0,,27,This was the second Netflox and Chill show and was Austin Powers themed.,2018,1,,20,Summer Tour 2018,,1,soul-bossa-nova,0,Quincy Jones,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6712,1615615296,2018-07-22,,Goose,525,No Rain,1,goose-july-22-2018-jerry-jam-bath-nh-usa.html,Set,1,1,,1,", ",Blind Melon.,0,,69,,2018,1,,20,Summer Tour 2018,,0,no-rain,0,Blind Melon,Jerry Jam,Bath,NH,USA,0,0,,
6713,1615615296,2018-07-22,,Goose,415,Butter Rum,1,goose-july-22-2018-jerry-jam-bath-nh-usa.html,Set,1,2,,1,", ",,0,,69,,2018,1,,20,Summer Tour 2018,,0,butter-rum,1,Vasudo,Jerry Jam,Bath,NH,USA,0,0,,
6714,1615615296,2018-07-22,,Goose,406,Lead the Way,1,goose-july-22-2018-jerry-jam-bath-nh-usa.html,Set,1,3,,1,", ",,0,,69,,2018,1,,20,Summer Tour 2018,,0,lead-the-way,1,,Jerry Jam,Bath,NH,USA,0,0,,
6715,1615615296,2018-07-22,,Goose,465,Elizabeth,1,goose-july-22-2018-jerry-jam-bath-nh-usa.html,Set,1,4,,1,", ",,0,,69,,2018,1,,20,Summer Tour 2018,,0,elizabeth,1,,Jerry Jam,Bath,NH,USA,0,0,,
6716,1615615296,2018-07-22,,Goose,521,My Generation,1,goose-july-22-2018-jerry-jam-bath-nh-usa.html,Set,1,5,,1,", ",The Who.,0,,69,,2018,1,,20,Summer Tour 2018,,0,my-generation,0,The Who,Jerry Jam,Bath,NH,USA,0,0,,
6717,1615615296,2018-07-22,,Goose,403,Arcadia,1,goose-july-22-2018-jerry-jam-bath-nh-usa.html,Set,1,6,,1,", ",,0,,69,,2018,1,,20,Summer Tour 2018,,0,arcadia,1,,Jerry Jam,Bath,NH,USA,0,0,,
6718,1615615296,2018-07-22,,Goose,414,All I Need,1,goose-july-22-2018-jerry-jam-bath-nh-usa.html,Set,1,7,,6,,,0,,69,,2018,1,,20,Summer Tour 2018,,0,all-i-need,1,,Jerry Jam,Bath,NH,USA,0,0,,
6695,1615613879,2018-08-02,,Goose,410,Indian River,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,1,1,,1,", ",,0,,105,,2018,1,,20,Summer Tour 2018,,0,indian-river,1,,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6696,1615613879,2018-08-02,,Goose,564,Switchin',1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,1,2,,1,", ",Wes Montgomery.,0,,105,,2018,1,,20,Summer Tour 2018,,0,switchin,0,Wes Montgomery,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6697,1615613879,2018-08-02,,Goose,508,Liza Jane,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,1,3,,1,", ",Traditional.,0,,105,,2018,1,,20,Summer Tour 2018,,0,liza-jane,0,African American Folk Song,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6698,1615613879,2018-08-02,,Goose,404,Time to Flee,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,1,4,,1,", ",,0,,105,,2018,1,,20,Summer Tour 2018,,0,time-to-flee,1,,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6699,1615613879,2018-08-02,,Goose,463,Echo of a Rose,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,1,5,,1,", ",First known version.,0,,105,,2018,1,,20,Summer Tour 2018,,0,echo-of-a-rose-2,1,Vasudo,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6700,1615613879,2018-08-02,,Goose,577,Turkish Hills,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,1,6,,1,", ",First known version.,0,,105,,2018,1,,20,Summer Tour 2018,,0,turkish-hills,1,,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6701,1615613879,2018-08-02,,Goose,521,My Generation,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,1,7,,1,", ",The Who.,0,,105,,2018,1,,20,Summer Tour 2018,,0,my-generation,0,The Who,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6702,1615613879,2018-08-02,,Goose,512,Madhuvan,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,1,8,,1,", ",,0,,105,,2018,1,,20,Summer Tour 2018,,0,madhuvan,1,,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6703,1615613879,2018-08-02,,Goose,415,Butter Rum,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,1,9,,4,,,0,,105,,2018,1,,20,Summer Tour 2018,,0,butter-rum,1,Vasudo,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6704,1615613879,2018-08-02,,Goose,459,Doc Brown,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,2,10,,1,", ",,0,,105,,2018,1,,20,Summer Tour 2018,,0,doc-brown,1,Great Blue,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6705,1615613879,2018-08-02,,Goose,421,So Ready,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,2,11,,1,", ",,0,,105,,2018,1,,20,Summer Tour 2018,,0,so-ready,1,,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6706,1615613879,2018-08-02,,Goose,588,Wild Night,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,2,12,,1,", ",Van Morrison.,0,,105,,2018,1,,20,Summer Tour 2018,,0,wild-night,0,Van Morrison,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6707,1615613879,2018-08-02,,Goose,408,Hot Tea,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,2,13,,1,", ",FTP as Goose.,0,,105,,2018,1,,20,Summer Tour 2018,,0,hot-tea,1,Vasudo,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6708,1615613879,2018-08-02,,Goose,515,Me and Julio Down By The Schoolyard,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,2,14,,1,", ",Paul Simon.,0,,105,,2018,1,,20,Summer Tour 2018,,0,me-and-julio-down-by-the-schoolyard,0,Paul Simon,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6709,1615613879,2018-08-02,,Goose,420,Creatures,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,2,15,,2, > ,,0,,105,,2018,1,,20,Summer Tour 2018,,0,creatures,1,,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6710,1615613879,2018-08-02,,Goose,534,Pumped Up Kicks,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,2,16,,1,", ",Foster The People.,0,,105,,2018,1,,20,Summer Tour 2018,,0,pumped-up-kicks,0,Foster The People,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
6711,1615613879,2018-08-02,,Goose,533,Praise You,1,goose-august-2-2018-doc-taylors-virginia-beach-va-usa.html,Set,2,17,,6,,Fatboy Slim.,0,,105,,2018,1,,20,Summer Tour 2018,,0,praise-you,0,Fatboy Slim,Doc Taylor's,Virginia Beach,VA,USA,0,0,,0.0
17166,1615613325,2018-08-03,,Goose,462,Drive,1,goose-august-3-2018-the-whiskey-wilmington-nc-usa.html,Set,1,1,,1,", ",FTP.,0,,154,,2018,1,,20,Summer Tour 2018,,0,drive,1,,The Whiskey,Wilmington,NC,USA,0,0,,
6668,1615611809,2018-09-01,,Goose,405,Wysteria Lane,1,goose-september-1-2018-the-haunt-ithaca-ny-usa.html,Set,1,1,,2, > ,,0,,149,This was an opening set for Pigeons Playing Ping Pong.,2018,1,,20,Summer Tour 2018,,0,wysteria-lane,1,Vasudo,The Haunt,Ithaca,NY,USA,0,0,,
6669,1615611809,2018-09-01,,Goose,545,Shama Lama Ding Dong,1,goose-september-1-2018-the-haunt-ithaca-ny-usa.html,Set,1,2,,1,", ",Otis Day & The Knights.,0,,149,This was an opening set for Pigeons Playing Ping Pong.,2018,1,,20,Summer Tour 2018,,0,shama-lama-ding-dong,0,Otis Day and The Knights,The Haunt,Ithaca,NY,USA,0,0,,
6670,1615611809,2018-09-01,,Goose,410,Indian River,1,goose-september-1-2018-the-haunt-ithaca-ny-usa.html,Set,1,3,,1,", ",,0,,149,This was an opening set for Pigeons Playing Ping Pong.,2018,1,,20,Summer Tour 2018,,0,indian-river,1,,The Haunt,Ithaca,NY,USA,0,0,,
6671,1615611809,2018-09-01,,Goose,570,The Way It Is,1,goose-september-1-2018-the-haunt-ithaca-ny-usa.html,Set,1,4,,1,", ",Bruce Hornsby.,0,,149,This was an opening set for Pigeons Playing Ping Pong.,2018,1,,20,Summer Tour 2018,,0,the-way-it-is,0,Bruce Hornsby,The Haunt,Ithaca,NY,USA,0,0,,
6672,1615611809,2018-09-01,,Goose,478,Flodown,1,goose-september-1-2018-the-haunt-ithaca-ny-usa.html,Set,1,5,,1,", ",,0,,149,This was an opening set for Pigeons Playing Ping Pong.,2018,1,,20,Summer Tour 2018,,0,flodown,1,Vasudo,The Haunt,Ithaca,NY,USA,0,0,,
6673,1615611809,2018-09-01,,Goose,420,Creatures,1,goose-september-1-2018-the-haunt-ithaca-ny-usa.html,Set,1,6,,2, > ,,0,,149,This was an opening set for Pigeons Playing Ping Pong.,2018,1,,20,Summer Tour 2018,,0,creatures,1,,The Haunt,Ithaca,NY,USA,0,0,,
6674,1615611809,2018-09-01,,Goose,534,Pumped Up Kicks,1,goose-september-1-2018-the-haunt-ithaca-ny-usa.html,Set,1,7,,1,", ",Foster The People.,0,,149,This was an opening set for Pigeons Playing Ping Pong.,2018,1,,20,Summer Tour 2018,,0,pumped-up-kicks,0,Foster The People,The Haunt,Ithaca,NY,USA,0,0,,
6675,1615611809,2018-09-01,,Goose,421,So Ready,1,goose-september-1-2018-the-haunt-ithaca-ny-usa.html,Set,1,8,,6,,,0,,149,This was an opening set for Pigeons Playing Ping Pong.,2018,1,,20,Summer Tour 2018,,0,so-ready,1,,The Haunt,Ithaca,NY,USA,0,0,,
63561,1615611162,2018-09-08,,Goose,408,Hot Tea,1,goose-september-8-2018-gumpas-pond-pelham-nh-usa.html,Set,1,1,,1,", ",,0,,531,,2018,1,,20,Summer Tour 2018,,0,hot-tea,1,Vasudo,Gumpas Pond,Pelham,NH,USA,0,0,,0.0
6520,1615431281,2018-09-20,,Goose,421,So Ready,1,goose-september-20-2018-resonance-music-arts-festival-thornville-oh-usa.html,Set,1,1,10:38,1,", ",,0,,139,,2018,1,,20,Summer Tour 2018,,0,so-ready,1,,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,0.0
6521,1615431281,2018-09-20,,Goose,415,Butter Rum,1,goose-september-20-2018-resonance-music-arts-festival-thornville-oh-usa.html,Set,1,2,6:33,1,", ",,0,,139,,2018,1,,20,Summer Tour 2018,,0,butter-rum,1,Vasudo,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,0.0
6522,1615431281,2018-09-20,,Goose,405,Wysteria Lane,1,goose-september-20-2018-resonance-music-arts-festival-thornville-oh-usa.html,Set,1,3,15:07,1,", ",,0,,139,,2018,1,,20,Summer Tour 2018,,0,wysteria-lane,1,Vasudo,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,0.0
6523,1615431281,2018-09-20,,Goose,408,Hot Tea,1,goose-september-20-2018-resonance-music-arts-festival-thornville-oh-usa.html,Set,1,4,12:33,6,,With Rob Compa on guitar.,0,,139,,2018,1,,20,Summer Tour 2018,,0,hot-tea,1,Vasudo,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,0.0
6215,1615345471,2018-09-21,,Goose,525,No Rain,1,goose-september-21-2018-resonance-music-arts-festival-thornville-oh-usa.html,Set,1,1,13:41,1,", ",Blind Melon.,0,,139,The set was delayed due to weather.,2018,1,,1,Not Part of a Tour,,0,no-rain,0,Blind Melon,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,0.0
6216,1615345471,2018-09-21,,Goose,411,Jive I,1,goose-september-21-2018-resonance-music-arts-festival-thornville-oh-usa.html,Set,1,2,8:03,2, > ,,0,,139,The set was delayed due to weather.,2018,1,,1,Not Part of a Tour,,0,jive-i,1,,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,0.0
6217,1615345471,2018-09-21,,Goose,502,Jive Lee,1,goose-september-21-2018-resonance-music-arts-festival-thornville-oh-usa.html,Set,1,3,12:34,1,", ",,0,,139,The set was delayed due to weather.,2018,1,,1,Not Part of a Tour,,0,jive-lee,1,,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,0.0
6218,1615345471,2018-09-21,,Goose,582,The W.S. Walcott Medicine Show,1,goose-september-21-2018-resonance-music-arts-festival-thornville-oh-usa.html,Set,1,4,9:46,1,", ",The Band.,0,,139,The set was delayed due to weather.,2018,1,,1,Not Part of a Tour,,0,the-ws-walcott-medicine-show,0,The Band,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,0.0
6219,1615345471,2018-09-21,,Goose,420,Creatures,1,goose-september-21-2018-resonance-music-arts-festival-thornville-oh-usa.html,Set,1,5,14:48,6,,,0,,139,The set was delayed due to weather.,2018,1,,1,Not Part of a Tour,,0,creatures,1,,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,0.0
6592,1615602672,2018-09-22,,Goose,455,Crosseyed & Painless,1,goose-september-22-2018-resonance-music-arts-festival-thornville-oh-usa-3.html,Set,1,1,,1,", ",Talking Heads.,0,,139,,2018,3,,20,Summer Tour 2018,,0,crosseyed,0,Talking Heads,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,
6593,1615602672,2018-09-22,,Goose,404,Time to Flee,1,goose-september-22-2018-resonance-music-arts-festival-thornville-oh-usa-3.html,Set,1,2,,1,", ",,0,,139,,2018,3,,20,Summer Tour 2018,,0,time-to-flee,1,,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,
6594,1615602672,2018-09-22,,Goose,478,Flodown,1,goose-september-22-2018-resonance-music-arts-festival-thornville-oh-usa-3.html,Set,1,3,,1,", ",,0,,139,,2018,3,,20,Summer Tour 2018,,0,flodown,1,Vasudo,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,
6595,1615602672,2018-09-22,,Goose,403,Arcadia,1,goose-september-22-2018-resonance-music-arts-festival-thornville-oh-usa-3.html,Set,1,4,,1,", ",,0,,139,,2018,3,,20,Summer Tour 2018,,0,arcadia,1,,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,
6596,1615602672,2018-09-22,,Goose,414,All I Need,1,goose-september-22-2018-resonance-music-arts-festival-thornville-oh-usa-3.html,Set,1,5,,6,,,0,,139,,2018,3,,20,Summer Tour 2018,,0,all-i-need,1,,Resonance Music & Arts Festival,Thornville,OH,USA,0,0,,
6317,1615350239,2018-09-29,,Goose,406,Lead the Way,1,goose-september-29-2018-soupstock-music-and-arts-festival-shelton-ct-usa.html,Set,1,1,,1,", ",,0,,44,This was Aaron's last show as a member of Goose.,2018,1,,19,Fall Tour 2018,,1,lead-the-way,1,,Soupstock Music and Arts Festival,Shelton,CT,USA,0,0,,0.0
6318,1615350239,2018-09-29,,Goose,582,The W.S. Walcott Medicine Show,1,goose-september-29-2018-soupstock-music-and-arts-festival-shelton-ct-usa.html,Set,1,2,,1,", ",The Band.,0,,44,This was Aaron's last show as a member of Goose.,2018,1,,19,Fall Tour 2018,,1,the-ws-walcott-medicine-show,0,The Band,Soupstock Music and Arts Festival,Shelton,CT,USA,0,0,,0.0
6319,1615350239,2018-09-29,,Goose,512,Madhuvan,1,goose-september-29-2018-soupstock-music-and-arts-festival-shelton-ct-usa.html,Set,1,3,,1,", ",,0,,44,This was Aaron's last show as a member of Goose.,2018,1,,19,Fall Tour 2018,,1,madhuvan,1,,Soupstock Music and Arts Festival,Shelton,CT,USA,0,0,,0.0
6320,1615350239,2018-09-29,,Goose,404,Time to Flee,1,goose-september-29-2018-soupstock-music-and-arts-festival-shelton-ct-usa.html,Set,1,4,,1,", ",,0,,44,This was Aaron's last show as a member of Goose.,2018,1,,19,Fall Tour 2018,,1,time-to-flee,1,,Soupstock Music and Arts Festival,Shelton,CT,USA,0,0,,0.0
6321,1615350239,2018-09-29,,Goose,415,Butter Rum,1,goose-september-29-2018-soupstock-music-and-arts-festival-shelton-ct-usa.html,Set,1,5,,1,", ",With Andy Boxer and Rory Dolan on percussion.,0,,44,This was Aaron's last show as a member of Goose.,2018,1,,19,Fall Tour 2018,,1,butter-rum,1,Vasudo,Soupstock Music and Arts Festival,Shelton,CT,USA,0,0,,0.0
6322,1615350239,2018-09-29,,Goose,515,Me and Julio Down By The Schoolyard,1,goose-september-29-2018-soupstock-music-and-arts-festival-shelton-ct-usa.html,Set,1,6,,1,", ",Paul Simon.,0,,44,This was Aaron's last show as a member of Goose.,2018,1,,19,Fall Tour 2018,,1,me-and-julio-down-by-the-schoolyard,0,Paul Simon,Soupstock Music and Arts Festival,Shelton,CT,USA,0,0,,0.0
6323,1615350239,2018-09-29,,Goose,478,Flodown,1,goose-september-29-2018-soupstock-music-and-arts-festival-shelton-ct-usa.html,Set,1,7,,1,", ",,0,,44,This was Aaron's last show as a member of Goose.,2018,1,,19,Fall Tour 2018,,1,flodown,1,Vasudo,Soupstock Music and Arts Festival,Shelton,CT,USA,0,0,,0.0
6324,1615350239,2018-09-29,,Goose,570,The Way It Is,1,goose-september-29-2018-soupstock-music-and-arts-festival-shelton-ct-usa.html,Set,1,8,,1,", ",Bruce Hornsby.,0,,44,This was Aaron's last show as a member of Goose.,2018,1,,19,Fall Tour 2018,,1,the-way-it-is,0,Bruce Hornsby,Soupstock Music and Arts Festival,Shelton,CT,USA,0,0,,0.0
6325,1615350239,2018-09-29,,Goose,408,Hot Tea,1,goose-september-29-2018-soupstock-music-and-arts-festival-shelton-ct-usa.html,Set,1,9,,6,,,0,,44,This was Aaron's last show as a member of Goose.,2018,1,,19,Fall Tour 2018,,1,hot-tea,1,Vasudo,Soupstock Music and Arts Festival,Shelton,CT,USA,0,0,,0.0
6451,1615427966,2018-10-26,,Goose,480,Ghostbusters,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,1,1,1:36,2, > ,Ray Parker Jr. FTP. Introduction only.,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,ghostbusters,0,Ray Parker Jr.,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6452,1615427966,2018-10-26,,Goose,451,Cleanin' Up The Town,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,1,2,5:28,1,", ",The BusBoys. FTP.,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,cleanin-up-the-town,0,The Bus Boys,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6453,1615427966,2018-10-26,,Goose,415,Butter Rum,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,1,3,7:59,1,", ",,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,butter-rum,1,Vasudo,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6454,1615427966,2018-10-26,,Goose,413,Jive II,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,1,4,9:48,2, > ,,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,jive-ii,1,,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6455,1615427966,2018-10-26,,Goose,416,Yeti,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,1,5,9:17,2, > ,,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,yeti,1,Great Blue,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6456,1615427966,2018-10-26,,Goose,526,On Our Own,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,1,6,9:00,3, ->,Bobby Brown. FTP.,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,on-our-own,0,Bobby Brown,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6457,1615427966,2018-10-26,,Goose,410,Indian River,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,1,7,11:01,1,", ",Minor-key version.,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,indian-river,1,,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6458,1615427966,2018-10-26,,Goose,414,All I Need,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,1,8,14:38,4,,,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,all-i-need,1,,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6475,1615427966,2018-10-26,,Goose,467,Elmer Theme,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,9,1:25,2, > ,Elmer Bernstein. FTP.,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,elmer-theme,0,Elmer Bernstein,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6476,1615427966,2018-10-26,,Goose,405,Wysteria Lane,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,10,21:32,2, > ,,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,wysteria-lane,1,Vasudo,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6477,1615427966,2018-10-26,,Goose,419,Disco Inferno,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,11,12:41,3, ->,,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,disco-inferno,0,The Trammps,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
6478,1615427966,2018-10-26,,Goose,421,So Ready,1,goose-october-26-2018-bryac-black-rock-bridgeport-ct-usa.html,Set,2,12,10:43,2, > ,,0,,27,"This was a Netflox & Chill show and was ""GooseBusters"" themed.",2018,1,,19,Fall Tour 2018,,1,so-ready,1,,BRYAC Black Rock,Bridgeport,CT,USA,0,0,,0.0
